Year,Qtr,Area Type,State,Area,Ownership,Industry,Annual Average Status Code,Annual Average Establishment Count,Annual Average Employment,Annual Total Wages,Annual Average Weekly Wage,Annual Average Pay,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
2017,A,County,New York,"Bronx County, New York",Total Covered,"10 Total, all industries",,"18,555","301,247","15,599,746,333",996,"51,784",1.00,1.00
2017,A,County,New York,"Broome County, New York",Total Covered,"10 Total, all industries",,"4,476","85,633","3,720,607,429",836,"43,448",1.00,1.00
2017,A,County,New York,"Cattaraugus County, New York",Total Covered,"10 Total, all industries",,"1,804","29,297","1,157,839,951",760,"39,521",1.00,1.00
2017,A,County,New York,"Cayuga County, New York",Total Covered,"10 Total, all industries",,"1,754","25,445","1,084,218,180",819,"42,610",1.00,1.00
2017,A,County,New York,"Chautauqua County, New York",Total Covered,"10 Total, all industries",,"3,185","49,016","1,916,378,962",752,"39,097",1.00,1.00
2017,A,County,New York,"Chemung County, New York",Total Covered,"10 Total, all industries",,"1,947","35,208","1,597,529,557",873,"45,374",1.00,1.00
2017,A,County,New York,"Chenango County, New York",Total Covered,"10 Total, all industries",,"1,082","17,290","775,645,414",863,"44,860",1.00,1.00
2017,A,County,New York,"Clinton County, New York",Total Covered,"10 Total, all industries",,"2,022","34,141","1,516,793,615",854,"44,428",1.00,1.00
2017,A,County,New York,"Columbia County, New York",Total Covered,"10 Total, all industries",,"2,033","21,841","891,307,244",785,"40,808",1.00,1.00
2017,A,County,New York,"Cortland County, New York",Total Covered,"10 Total, all industries",,"1,104","18,366","727,853,819",762,"39,631",1.00,1.00
2017,A,County,New York,"Delaware County, New York",Total Covered,"10 Total, all industries",,"1,157","14,579","638,339,254",842,"43,785",1.00,1.00
2017,A,County,New York,"Dutchess County, New York",Total Covered,"10 Total, all industries",,"8,379","112,155","5,890,370,244","1,010","52,520",1.00,1.00
2017,A,County,New York,"Erie County, New York",Total Covered,"10 Total, all industries",,"24,564","467,540","22,848,862,588",940,"48,870",1.00,1.00
2017,A,County,New York,"Essex County, New York",Total Covered,"10 Total, all industries",,"1,258","14,694","584,805,466",765,"39,800",1.00,1.00
2017,A,County,New York,"Franklin County, New York",Total Covered,"10 Total, all industries",,"1,155","18,073","771,734,564",821,"42,702",1.00,1.00
2017,A,County,New York,"Fulton County, New York",Total Covered,"10 Total, all industries",,"1,212","17,072","662,605,669",746,"38,813",1.00,1.00
2017,A,County,New York,"Genesee County, New York",Total Covered,"10 Total, all industries",,"1,486","23,238","930,520,517",770,"40,042",1.00,1.00
2017,A,County,New York,"Greene County, New York",Total Covered,"10 Total, all industries",,"1,261","14,579","598,334,055",789,"41,041",1.00,1.00
2017,A,County,New York,"Hamilton County, New York",Total Covered,"10 Total, all industries",,237,"1,794","60,921,211",653,"33,950",1.00,1.00
2017,A,County,New York,"Herkimer County, New York",Total Covered,"10 Total, all industries",,"1,252","16,674","624,688,173",720,"37,465",1.00,1.00
2017,A,County,New York,"Jefferson County, New York",Total Covered,"10 Total, all industries",,"2,857","40,952","1,657,897,638",779,"40,484",1.00,1.00
2017,A,County,New York,"Kings County, New York",Total Covered,"10 Total, all industries",,"61,950","711,873","32,476,482,935",877,"45,621",1.00,1.00
2017,A,County,New York,"Lewis County, New York",Total Covered,"10 Total, all industries",,591,"6,479","251,877,796",748,"38,877",1.00,1.00
2017,A,County,New York,"Livingston County, New York",Total Covered,"10 Total, all industries",,"1,452","20,497","828,257,392",777,"40,408",1.00,1.00
2017,A,County,New York,"Madison County, New York",Total Covered,"10 Total, all industries",,"1,640","21,321","859,222,817",775,"40,299",1.00,1.00
2017,A,County,New York,"Monroe County, New York",Total Covered,"10 Total, all industries",,"18,724","385,180","19,485,204,367",973,"50,587",1.00,1.00
2017,A,County,New York,"Montgomery County, New York",Total Covered,"10 Total, all industries",,"1,229","19,665","776,623,168",759,"39,492",1.00,1.00
2017,A,County,New York,"Nassau County, New York",Total Covered,"10 Total, all industries",,"53,640","629,006","38,295,677,233","1,171","60,883",1.00,1.00
2017,A,County,New York,"New York County, New York",Total Covered,"10 Total, all industries",,"127,435","2,461,393","293,971,702,776","2,297","119,433",1.00,1.00
2017,A,County,New York,"Niagara County, New York",Total Covered,"10 Total, all industries",,"4,876","71,882","2,946,054,896",788,"40,985",1.00,1.00
2017,A,County,New York,"Oneida County, New York",Total Covered,"10 Total, all industries",,"5,303","105,199","4,460,698,755",815,"42,402",1.00,1.00
2017,A,County,New York,"Onondaga County, New York",Total Covered,"10 Total, all industries",,"12,765","243,621","12,295,121,862",971,"50,468",1.00,1.00
2017,A,County,New York,"Ontario County, New York",Total Covered,"10 Total, all industries",,"3,199","52,957","2,518,074,513",914,"47,550",1.00,1.00
2017,A,County,New York,"Orange County, New York",Total Covered,"10 Total, all industries",,"10,358","142,550","6,605,624,403",891,"46,339",1.00,1.00
2017,A,County,New York,"Orleans County, New York",Total Covered,"10 Total, all industries",,787,"12,420","514,529,089",797,"41,429",1.00,1.00
2017,A,County,New York,"Oswego County, New York",Total Covered,"10 Total, all industries",,"2,386","33,768","1,570,518,499",894,"46,509",1.00,1.00
2017,A,County,New York,"Otsego County, New York",Total Covered,"10 Total, all industries",,"1,578","23,513","992,335,477",812,"42,204",1.00,1.00
2017,A,County,New York,"Putnam County, New York",Total Covered,"10 Total, all industries",,"3,075","26,523","1,369,953,554",993,"51,652",1.00,1.00
2017,A,County,New York,"Queens County, New York",Total Covered,"10 Total, all industries",,"52,469","662,527","34,384,989,804",998,"51,900",1.00,1.00
2017,A,County,New York,"Rensselaer County, New York",Total Covered,"10 Total, all industries",,"3,286","52,752","2,698,326,615",984,"51,152",1.00,1.00
2017,A,County,New York,"Richmond County, New York",Total Covered,"10 Total, all industries",,"9,697","115,831","5,608,219,052",931,"48,417",1.00,1.00
2017,A,County,New York,"Rockland County, New York",Total Covered,"10 Total, all industries",,"10,735","123,811","6,460,270,119","1,003","52,178",1.00,1.00
2017,A,County,New York,"St. Lawrence County, New York",Total Covered,"10 Total, all industries",,"2,159","35,345","1,573,993,238",856,"44,532",1.00,1.00
2017,A,County,New York,"Saratoga County, New York",Total Covered,"10 Total, all industries",,"5,937","86,185","4,269,965,569",953,"49,544",1.00,1.00
2017,A,County,New York,"Schenectady County, New York",Total Covered,"10 Total, all industries",,"3,470","63,335","3,512,005,046","1,066","55,451",1.00,1.00
2017,A,County,New York,"Schoharie County, New York",Total Covered,"10 Total, all industries",,689,"8,766","353,356,084",775,"40,308",1.00,1.00
2017,A,County,New York,"Schuyler County, New York",Total Covered,"10 Total, all industries",,432,"4,974","186,588,835",721,"37,513",1.00,1.00
2017,A,County,New York,"Seneca County, New York",Total Covered,"10 Total, all industries",,765,"12,508","531,124,502",817,"42,464",1.00,1.00
2017,A,County,New York,"Steuben County, New York",Total Covered,"10 Total, all industries",,"2,123","36,871","2,036,865,782","1,062","55,244",1.00,1.00
2017,A,County,New York,"Suffolk County, New York",Total Covered,"10 Total, all industries",,"52,544","660,084","39,155,984,196","1,141","59,320",1.00,1.00
2017,A,County,New York,"Sullivan County, New York",Total Covered,"10 Total, all industries",,"2,007","26,774","1,082,520,971",778,"40,432",1.00,1.00
2017,A,County,New York,"Tioga County, New York",Total Covered,"10 Total, all industries",,902,"13,251","660,077,387",958,"49,812",1.00,1.00
2017,A,County,New York,"Tompkins County, New York",Total Covered,"10 Total, all industries",,"2,672","50,162","2,653,865,843","1,017","52,906",1.00,1.00
2017,A,County,New York,"Ulster County, New York",Total Covered,"10 Total, all industries",,"5,224","60,388","2,569,371,088",818,"42,548",1.00,1.00
2017,A,County,New York,"Warren County, New York",Total Covered,"10 Total, all industries",,"2,475","38,749","1,649,369,557",819,"42,565",1.00,1.00
2017,A,County,New York,"Washington County, New York",Total Covered,"10 Total, all industries",,"1,219","15,302","657,090,724",826,"42,943",1.00,1.00
2017,A,County,New York,"Wayne County, New York",Total Covered,"10 Total, all industries",,"2,056","27,857","1,157,145,167",799,"41,539",1.00,1.00
2017,A,County,New York,"Westchester County, New York",Total Covered,"10 Total, all industries",,"36,028","426,170","30,551,677,129","1,379","71,689",1.00,1.00
2017,A,County,New York,"Wyoming County, New York",Total Covered,"10 Total, all industries",,898,"13,460","565,426,519",808,"42,008",1.00,1.00
2017,A,County,New York,"Yates County, New York",Total Covered,"10 Total, all industries",,632,"7,019","243,197,934",666,"34,649",1.00,1.00
2017,A,County,New York,"Unknown Or Undefined, New York",Total Covered,"10 Total, all industries",,"34,397","160,778","14,900,687,197","1,782","92,679",1.00,1.00
2017,A,County,North Carolina,"Alamance County, North Carolina",Total Covered,"10 Total, all industries",,"3,439","60,226","2,412,024,394",770,"40,050",1.00,1.00
2017,A,County,North Carolina,"Alexander County, North Carolina",Total Covered,"10 Total, all industries",,567,"9,129","306,498,956",646,"33,575",1.00,1.00
2017,A,County,North Carolina,"Alleghany County, North Carolina",Total Covered,"10 Total, all industries",,298,"3,205","96,719,938",580,"30,175",1.00,1.00
2017,A,County,North Carolina,"Anson County, North Carolina",Total Covered,"10 Total, all industries",,463,"7,081","239,551,090",651,"33,830",1.00,1.00
2017,A,County,North Carolina,"Ashe County, North Carolina",Total Covered,"10 Total, all industries",,633,"7,165","246,218,058",661,"34,363",1.00,1.00
2017,A,County,North Carolina,"Avery County, North Carolina",Total Covered,"10 Total, all industries",,595,"6,872","215,330,100",603,"31,336",1.00,1.00
2017,A,County,North Carolina,"Beaufort County, North Carolina",Total Covered,"10 Total, all industries",,"1,201","15,909","592,608,776",716,"37,249",1.00,1.00
2017,A,County,North Carolina,"Bertie County, North Carolina",Total Covered,"10 Total, all industries",,319,"5,886","189,200,655",618,"32,146",1.00,1.00
2017,A,County,North Carolina,"Bladen County, North Carolina",Total Covered,"10 Total, all industries",,617,"12,948","460,126,177",683,"35,537",1.00,1.00
2017,A,County,North Carolina,"Brunswick County, North Carolina",Total Covered,"10 Total, all industries",,"2,812","31,962","1,216,032,556",732,"38,047",1.00,1.00
2017,A,County,North Carolina,"Buncombe County, North Carolina",Total Covered,"10 Total, all industries",,"9,200","129,771","5,428,258,569",804,"41,830",1.00,1.00
2017,A,County,North Carolina,"Burke County, North Carolina",Total Covered,"10 Total, all industries",,"1,459","29,545","1,066,897,839",694,"36,110",1.00,1.00
2017,A,County,North Carolina,"Cabarrus County, North Carolina",Total Covered,"10 Total, all industries",,"4,751","76,290","3,179,102,705",801,"41,672",1.00,1.00
2017,A,County,North Carolina,"Caldwell County, North Carolina",Total Covered,"10 Total, all industries",,"1,370","24,838","932,245,011",722,"37,533",1.00,1.00
2017,A,County,North Carolina,"Camden County, North Carolina",Total Covered,"10 Total, all industries",,192,"1,313","45,367,245",665,"34,561",1.00,1.00
2017,A,County,North Carolina,"Carteret County, North Carolina",Total Covered,"10 Total, all industries",,"2,187","23,510","782,405,530",640,"33,279",1.00,1.00
2017,A,County,North Carolina,"Caswell County, North Carolina",Total Covered,"10 Total, all industries",,282,"2,977","100,015,830",646,"33,596",1.00,1.00
2017,A,County,North Carolina,"Catawba County, North Carolina",Total Covered,"10 Total, all industries",,"4,397","87,440","3,680,067,114",809,"42,087",1.00,1.00
2017,A,County,North Carolina,"Chatham County, North Carolina",Total Covered,"10 Total, all industries",,"1,472","14,717","547,251,728",715,"37,186",1.00,1.00
2017,A,County,North Carolina,"Cherokee County, North Carolina",Total Covered,"10 Total, all industries",,713,"7,993","262,749,910",632,"32,874",1.00,1.00
2017,A,County,North Carolina,"Chowan County, North Carolina",Total Covered,"10 Total, all industries",,380,"4,589","162,378,142",681,"35,387",1.00,1.00
2017,A,County,North Carolina,"Clay County, North Carolina",Total Covered,"10 Total, all industries",,255,"1,932","59,907,164",596,"31,012",1.00,1.00
2017,A,County,North Carolina,"Cleveland County, North Carolina",Total Covered,"10 Total, all industries",,"2,000","34,723","1,361,249,224",754,"39,204",1.00,1.00
2017,A,County,North Carolina,"Columbus County, North Carolina",Total Covered,"10 Total, all industries",,"1,083","15,089","518,185,836",660,"34,342",1.00,1.00
2017,A,County,North Carolina,"Craven County, North Carolina",Total Covered,"10 Total, all industries",,"2,345","39,303","1,655,267,792",810,"42,116",1.00,1.00
2017,A,County,North Carolina,"Cumberland County, North Carolina",Total Covered,"10 Total, all industries",,"6,205","118,780","4,965,110,800",804,"41,801",1.00,1.00
2017,A,County,North Carolina,"Currituck County, North Carolina",Total Covered,"10 Total, all industries",,715,"6,728","229,066,002",655,"34,048",1.00,1.00
2017,A,County,North Carolina,"Dare County, North Carolina",Total Covered,"10 Total, all industries",,"1,917","19,266","630,891,312",630,"32,747",1.00,1.00
2017,A,County,North Carolina,"Davidson County, North Carolina",Total Covered,"10 Total, all industries",,"2,842","43,370","1,698,171,926",753,"39,156",1.00,1.00
2017,A,County,North Carolina,"Davie County, North Carolina",Total Covered,"10 Total, all industries",,897,"12,722","451,164,794",682,"35,462",1.00,1.00
2017,A,County,North Carolina,"Duplin County, North Carolina",Total Covered,"10 Total, all industries",,"1,075","19,345","661,881,683",658,"34,215",1.00,1.00
2017,A,County,North Carolina,"Durham County, North Carolina",Total Covered,"10 Total, all industries",,"8,336","199,398","13,364,890,395","1,289","67,026",1.00,1.00
2017,A,County,North Carolina,"Edgecombe County, North Carolina",Total Covered,"10 Total, all industries",,904,"16,509","585,096,419",682,"35,442",1.00,1.00
2017,A,County,North Carolina,"Forsyth County, North Carolina",Total Covered,"10 Total, all industries",,"9,177","183,617","9,564,680,167","1,002","52,090",1.00,1.00
2017,A,County,North Carolina,"Franklin County, North Carolina",Total Covered,"10 Total, all industries",,"1,131","11,875","494,500,066",801,"41,641",1.00,1.00
2017,A,County,North Carolina,"Gaston County, North Carolina",Total Covered,"10 Total, all industries",,"4,308","72,067","2,860,375,103",763,"39,691",1.00,1.00
2017,A,County,North Carolina,"Gates County, North Carolina",Total Covered,"10 Total, all industries",,161,"1,480","47,542,118",618,"32,116",1.00,1.00
2017,A,County,North Carolina,"Graham County, North Carolina",Total Covered,"10 Total, all industries",,188,"2,008","67,419,036",646,"33,572",1.00,1.00
2017,A,County,North Carolina,"Granville County, North Carolina",Total Covered,"10 Total, all industries",,938,"21,439","939,810,999",843,"43,837",1.00,1.00
2017,A,County,North Carolina,"Greene County, North Carolina",Total Covered,"10 Total, all industries",,333,"4,162","142,894,620",660,"34,334",1.00,1.00
2017,A,County,North Carolina,"Guilford County, North Carolina",Total Covered,"10 Total, all industries",,"14,257","279,556","13,281,766,877",914,"47,510",1.00,1.00
2017,A,County,North Carolina,"Halifax County, North Carolina",Total Covered,"10 Total, all industries",,995,"15,618","523,510,234",645,"33,521",1.00,1.00
2017,A,County,North Carolina,"Harnett County, North Carolina",Total Covered,"10 Total, all industries",,"1,766","25,312","871,628,269",662,"34,435",1.00,1.00
2017,A,County,North Carolina,"Haywood County, North Carolina",Total Covered,"10 Total, all industries",,"1,501","17,138","609,193,937",684,"35,547",1.00,1.00
2017,A,County,North Carolina,"Henderson County, North Carolina",Total Covered,"10 Total, all industries",,"3,031","37,504","1,460,881,655",749,"38,953",1.00,1.00
2017,A,County,North Carolina,"Hertford County, North Carolina",Total Covered,"10 Total, all industries",,471,"8,976","326,205,530",699,"36,344",1.00,1.00
2017,A,County,North Carolina,"Hoke County, North Carolina",Total Covered,"10 Total, all industries",,502,"8,380","297,651,787",683,"35,520",1.00,1.00
2017,A,County,North Carolina,"Hyde County, North Carolina",Total Covered,"10 Total, all industries",,213,"1,971","60,653,989",592,"30,769",1.00,1.00
2017,A,County,North Carolina,"Iredell County, North Carolina",Total Covered,"10 Total, all industries",,"5,256","71,761","3,399,918,301",911,"47,378",1.00,1.00
2017,A,County,North Carolina,"Jackson County, North Carolina",Total Covered,"10 Total, all industries",,"1,024","13,370","485,147,620",698,"36,288",1.00,1.00
2017,A,County,North Carolina,"Johnston County, North Carolina",Total Covered,"10 Total, all industries",,"3,462","47,247","1,842,505,639",750,"38,997",1.00,1.00
2017,A,County,North Carolina,"Jones County, North Carolina",Total Covered,"10 Total, all industries",,212,"1,627","55,780,613",659,"34,290",1.00,1.00
2017,A,County,North Carolina,"Lee County, North Carolina",Total Covered,"10 Total, all industries",,"1,394","25,967","1,033,363,033",765,"39,795",1.00,1.00
2017,A,County,North Carolina,"Lenoir County, North Carolina",Total Covered,"10 Total, all industries",,"1,333","28,371","1,041,143,947",706,"36,698",1.00,1.00
2017,A,County,North Carolina,"Lincoln County, North Carolina",Total Covered,"10 Total, all industries",,"1,768","22,438","888,015,820",761,"39,576",1.00,1.00
2017,A,County,North Carolina,"McDowell County, North Carolina",Total Covered,"10 Total, all industries",,777,"16,058","582,277,379",697,"36,262",1.00,1.00
2017,A,County,North Carolina,"Macon County, North Carolina",Total Covered,"10 Total, all industries",,"1,144","11,004","367,641,630",643,"33,411",1.00,1.00
2017,A,County,North Carolina,"Madison County, North Carolina",Total Covered,"10 Total, all industries",,395,"3,723","124,135,169",641,"33,342",1.00,1.00
2017,A,County,North Carolina,"Martin County, North Carolina",Total Covered,"10 Total, all industries",,491,"6,930","215,980,626",599,"31,168",1.00,1.00
2017,A,County,North Carolina,"Mecklenburg County, North Carolina",Total Covered,"10 Total, all industries",,"37,471","680,310","44,000,680,673","1,244","64,677",1.00,1.00
2017,A,County,North Carolina,"Mitchell County, North Carolina",Total Covered,"10 Total, all industries",,385,"4,673","166,211,806",684,"35,569",1.00,1.00
2017,A,County,North Carolina,"Montgomery County, North Carolina",Total Covered,"10 Total, all industries",,502,"9,381","333,941,353",685,"35,597",1.00,1.00
2017,A,County,North Carolina,"Moore County, North Carolina",Total Covered,"10 Total, all industries",,"2,558","34,698","1,347,170,886",747,"38,825",1.00,1.00
2017,A,County,North Carolina,"Nash County, North Carolina",Total Covered,"10 Total, all industries",,"2,145","39,811","1,551,795,200",750,"38,979",1.00,1.00
2017,A,County,North Carolina,"New Hanover County, North Carolina",Total Covered,"10 Total, all industries",,"8,085","111,237","4,963,581,995",858,"44,622",1.00,1.00
2017,A,County,North Carolina,"Northampton County, North Carolina",Total Covered,"10 Total, all industries",,313,"5,310","188,135,333",681,"35,433",1.00,1.00
2017,A,County,North Carolina,"Onslow County, North Carolina",Total Covered,"10 Total, all industries",,"3,079","48,569","1,645,631,495",652,"33,882",1.00,1.00
2017,A,County,North Carolina,"Orange County, North Carolina",Total Covered,"10 Total, all industries",,"3,969","70,693","3,841,749,866","1,045","54,344",1.00,1.00
2017,A,County,North Carolina,"Pamlico County, North Carolina",Total Covered,"10 Total, all industries",,289,"3,337","98,750,334",569,"29,594",1.00,1.00
2017,A,County,North Carolina,"Pasquotank County, North Carolina",Total Covered,"10 Total, all industries",,992,"15,856","576,548,382",699,"36,361",1.00,1.00
2017,A,County,North Carolina,"Pender County, North Carolina",Total Covered,"10 Total, all industries",,"1,208","11,635","396,845,591",656,"34,108",1.00,1.00
2017,A,County,North Carolina,"Perquimans County, North Carolina",Total Covered,"10 Total, all industries",,250,"2,052","68,123,449",638,"33,201",1.00,1.00
2017,A,County,North Carolina,"Person County, North Carolina",Total Covered,"10 Total, all industries",,715,"9,864","392,264,876",765,"39,766",1.00,1.00
2017,A,County,North Carolina,"Pitt County, North Carolina",Total Covered,"10 Total, all industries",,"3,790","75,841","3,338,436,511",847,"44,019",1.00,1.00
2017,A,County,North Carolina,"Polk County, North Carolina",Total Covered,"10 Total, all industries",,566,"5,017","157,181,858",603,"31,332",1.00,1.00
2017,A,County,North Carolina,"Randolph County, North Carolina",Total Covered,"10 Total, all industries",,"2,535","44,777","1,587,306,656",682,"35,449",1.00,1.00
2017,A,County,North Carolina,"Richmond County, North Carolina",Total Covered,"10 Total, all industries",,874,"13,487","462,265,830",659,"34,276",1.00,1.00
2017,A,County,North Carolina,"Robeson County, North Carolina",Total Covered,"10 Total, all industries",,"1,996","38,656","1,286,933,669",640,"33,292",1.00,1.00
2017,A,County,North Carolina,"Rockingham County, North Carolina",Total Covered,"10 Total, all industries",,"1,653","25,590","896,570,226",674,"35,036",1.00,1.00
2017,A,County,North Carolina,"Rowan County, North Carolina",Total Covered,"10 Total, all industries",,"2,745","47,819","2,034,950,945",818,"42,555",1.00,1.00
2017,A,County,North Carolina,"Rutherford County, North Carolina",Total Covered,"10 Total, all industries",,"1,294","17,965","611,555,972",655,"34,042",1.00,1.00
2017,A,County,North Carolina,"Sampson County, North Carolina",Total Covered,"10 Total, all industries",,"1,146","18,313","673,499,737",707,"36,776",1.00,1.00
2017,A,County,North Carolina,"Scotland County, North Carolina",Total Covered,"10 Total, all industries",,622,"11,721","422,797,644",694,"36,072",1.00,1.00
2017,A,County,North Carolina,"Stanly County, North Carolina",Total Covered,"10 Total, all industries",,"1,366","19,228","667,039,014",667,"34,691",1.00,1.00
2017,A,County,North Carolina,"Stokes County, North Carolina",Total Covered,"10 Total, all industries",,697,"7,365","227,269,889",593,"30,859",1.00,1.00
2017,A,County,North Carolina,"Surry County, North Carolina",Total Covered,"10 Total, all industries",,"1,791","28,536","1,005,283,741",677,"35,228",1.00,1.00
2017,A,County,North Carolina,"Swain County, North Carolina",Total Covered,"10 Total, all industries",,429,"9,891","360,399,401",701,"36,439",1.00,1.00
2017,A,County,North Carolina,"Transylvania County, North Carolina",Total Covered,"10 Total, all industries",,901,"8,974","308,699,901",662,"34,400",1.00,1.00
2017,A,County,North Carolina,"Tyrrell County, North Carolina",Total Covered,"10 Total, all industries",,96,"1,188","37,357,546",605,"31,448",1.00,1.00
2017,A,County,North Carolina,"Union County, North Carolina",Total Covered,"10 Total, all industries",,"5,403","63,179","2,729,350,344",831,"43,200",1.00,1.00
2017,A,County,North Carolina,"Vance County, North Carolina",Total Covered,"10 Total, all industries",,835,"14,857","511,725,265",662,"34,443",1.00,1.00
2017,A,County,North Carolina,"Wake County, North Carolina",Total Covered,"10 Total, all industries",,"34,200","544,214","30,468,243,381","1,077","55,986",1.00,1.00
2017,A,County,North Carolina,"Warren County, North Carolina",Total Covered,"10 Total, all industries",,295,"3,185","97,761,571",590,"30,699",1.00,1.00
2017,A,County,North Carolina,"Washington County, North Carolina",Total Covered,"10 Total, all industries",,249,"3,403","136,192,964",770,"40,020",1.00,1.00
2017,A,County,North Carolina,"Watauga County, North Carolina",Total Covered,"10 Total, all industries",,"1,702","23,208","820,366,919",680,"35,348",1.00,1.00
2017,A,County,North Carolina,"Wayne County, North Carolina",Total Covered,"10 Total, all industries",,"2,278","42,176","1,532,670,317",699,"36,340",1.00,1.00
2017,A,County,North Carolina,"Wilkes County, North Carolina",Total Covered,"10 Total, all industries",,"1,318","22,371","795,186,819",684,"35,546",1.00,1.00
2017,A,County,North Carolina,"Wilson County, North Carolina",Total Covered,"10 Total, all industries",,"1,903","36,608","1,550,573,660",815,"42,356",1.00,1.00
2017,A,County,North Carolina,"Yadkin County, North Carolina",Total Covered,"10 Total, all industries",,672,"9,862","338,645,452",660,"34,340",1.00,1.00
2017,A,County,North Carolina,"Yancey County, North Carolina",Total Covered,"10 Total, all industries",,363,"3,695","117,754,041",613,"31,867",1.00,1.00
2017,A,County,North Carolina,"Unknown Or Undefined, North Carolina",Total Covered,"10 Total, all industries",,"17,518","111,934","9,178,317,375","1,577","81,998",1.00,1.00
2017,A,County,North Dakota,"Adams County, North Dakota",Total Covered,"10 Total, all industries",,125,968,"38,460,192",764,"39,738",1.00,1.00
2017,A,County,North Dakota,"Barnes County, North Dakota",Total Covered,"10 Total, all industries",,434,"4,537","174,386,907",739,"38,438",1.00,1.00
2017,A,County,North Dakota,"Benson County, North Dakota",Total Covered,"10 Total, all industries",,145,"1,917","74,735,750",750,"38,993",1.00,1.00
2017,A,County,North Dakota,"Billings County, North Dakota",Total Covered,"10 Total, all industries",,48,468,"17,621,376",725,"37,686",1.00,1.00
2017,A,County,North Dakota,"Bottineau County, North Dakota",Total Covered,"10 Total, all industries",,315,"2,447","103,152,293",811,"42,157",1.00,1.00
2017,A,County,North Dakota,"Bowman County, North Dakota",Total Covered,"10 Total, all industries",,191,"1,554","63,532,160",786,"40,876",1.00,1.00
2017,A,County,North Dakota,"Burke County, North Dakota",Total Covered,"10 Total, all industries",,120,681,"36,114,641","1,019","53,012",1.00,1.00
2017,A,County,North Dakota,"Burleigh County, North Dakota",Total Covered,"10 Total, all industries",,"3,750","57,002","2,860,018,347",965,"50,174",1.00,1.00
2017,A,County,North Dakota,"Cass County, North Dakota",Total Covered,"10 Total, all industries",,"7,183","117,363","5,771,490,623",946,"49,177",1.00,1.00
2017,A,County,North Dakota,"Cavalier County, North Dakota",Total Covered,"10 Total, all industries",,179,"1,404","58,667,021",803,"41,778",1.00,1.00
2017,A,County,North Dakota,"Dickey County, North Dakota",Total Covered,"10 Total, all industries",,269,"1,909","69,109,424",696,"36,197",1.00,1.00
2017,A,County,North Dakota,"Divide County, North Dakota",Total Covered,"10 Total, all industries",,145,822,"41,705,447",976,"50,762",1.00,1.00
2017,A,County,North Dakota,"Dunn County, North Dakota",Total Covered,"10 Total, all industries",,216,"1,983","135,568,083","1,315","68,371",1.00,1.00
2017,A,County,North Dakota,"Eddy County, North Dakota",Total Covered,"10 Total, all industries",,95,718,"24,119,492",646,"33,616",1.00,1.00
2017,A,County,North Dakota,"Emmons County, North Dakota",Total Covered,"10 Total, all industries",,161,957,"33,115,311",665,"34,594",1.00,1.00
2017,A,County,North Dakota,"Foster County, North Dakota",Total Covered,"10 Total, all industries",,170,"1,634","71,602,510",843,"43,814",1.00,1.00
2017,A,County,North Dakota,"Golden Valley County, North Dakota",Total Covered,"10 Total, all industries",,93,658,"24,096,653",705,"36,649",1.00,1.00
2017,A,County,North Dakota,"Grand Forks County, North Dakota",Total Covered,"10 Total, all industries",,"2,239","40,601","1,822,704,727",863,"44,893",1.00,1.00
2017,A,County,North Dakota,"Grant County, North Dakota",Total Covered,"10 Total, all industries",,87,551,"19,001,079",663,"34,485",1.00,1.00
2017,A,County,North Dakota,"Griggs County, North Dakota",Total Covered,"10 Total, all industries",,104,852,"30,134,074",680,"35,379",1.00,1.00
2017,A,County,North Dakota,"Hettinger County, North Dakota",Total Covered,"10 Total, all industries",,130,729,"30,932,040",816,"42,411",1.00,1.00
2017,A,County,North Dakota,"Kidder County, North Dakota",Total Covered,"10 Total, all industries",,103,657,"23,869,627",699,"36,331",1.00,1.00
2017,A,County,North Dakota,"LaMoure County, North Dakota",Total Covered,"10 Total, all industries",,222,"1,406","54,280,189",742,"38,599",1.00,1.00
2017,A,County,North Dakota,"Logan County, North Dakota",Total Covered,"10 Total, all industries",,99,640,"19,444,776",584,"30,382",1.00,1.00
2017,A,County,North Dakota,"McHenry County, North Dakota",Total Covered,"10 Total, all industries",,189,"1,297","55,952,908",829,"43,126",1.00,1.00
2017,A,County,North Dakota,"McIntosh County, North Dakota",Total Covered,"10 Total, all industries",,144,"1,082","37,807,005",672,"34,942",1.00,1.00
2017,A,County,North Dakota,"McKenzie County, North Dakota",Total Covered,"10 Total, all industries",,779,"9,044","642,009,937","1,365","70,985",1.00,1.00
2017,A,County,North Dakota,"McLean County, North Dakota",Total Covered,"10 Total, all industries",,375,"3,520","197,163,617","1,077","56,007",1.00,1.00
2017,A,County,North Dakota,"Mercer County, North Dakota",Total Covered,"10 Total, all industries",,343,"5,177","364,862,129","1,355","70,475",1.00,1.00
2017,A,County,North Dakota,"Morton County, North Dakota",Total Covered,"10 Total, all industries",,"1,028","11,290","523,024,488",891,"46,325",1.00,1.00
2017,A,County,North Dakota,"Mountrail County, North Dakota",Total Covered,"10 Total, all industries",,573,"5,709","374,188,985","1,260","65,546",1.00,1.00
2017,A,County,North Dakota,"Nelson County, North Dakota",Total Covered,"10 Total, all industries",,168,978,"33,411,811",657,"34,155",1.00,1.00
2017,A,County,North Dakota,"Oliver County, North Dakota",Total Covered,"10 Total, all industries",,60,702,"51,612,442","1,414","73,505",1.00,1.00
